"","match_date","hometeam","awayteam","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11"
"491","2001-11-04","Chelsea","Ipswich Town","Mark Bosnich","Mario Melchiot","Marcel Desailly","John Terry","Celestine Babayaro","Samuele Dalla Bona","Slavisa Jokanovic","Frank Lampard","Mikael Forssell","Jimmy Floyd Hasselbaink","Gianfranco Zola","Matteo Sereni","Chris Makin","Titus Bramble","Hermann Hreidarsson","Mark Venus","Richard Naylor","Jamie Clapham","Jermaine Wright","Matt Holland","Jim Magilton","Marcus Stewart"
"492","2001-11-04","Leeds United","Tottenham Hotspur","Nigel Martyn","Danny Mills","Rio Ferdinand","Dominic Matteo","Ian Harte","Eirik Bakke","Lee Bowyer","Olivier Dacourt","Harry Kewell","Robbie Keane","Mark Viduka","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham"
"493","2001-11-04","Liverpool","Manchester United","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Steven Gerrard","Dietmar Hamann","Danny Murphy","Vladimir Smicer","Emile Heskey","Michael Owen","Fabien Barthez","Gary Neville","Wes Brown","Mikael Silvestre","Denis Irwin","David Beckham","Nicky Butt","Quinton Fortune","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy"
"494","2001-11-17","Aston Villa","Middlesbrough","Peter Schmeichel","Mark Delaney"," Alpay Ozalan","Olof Mellberg","Alan Wright","George Boateng","Lee Hendrie","Hassan Kachloul","Steve Stone","Juan Pablo Angel","Darius Vassell","Mark Crossley","Robbie Stockdale","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Allan Johnston","Carlos Marinelli","Robbie Mustoe","Alen Boksic","Szilard Nemeth"
"495","2001-11-17","Blackburn Rovers","Liverpool","Brad Friedel","Henning Berg","Stig Inge Bjornebye","John Curtis","Craig Short","David Dunn","Garry Flitcroft","Keith Gillespie"," Tugay Kerimoglu","Damien Duff","Matt Jansen","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Dietmar Hamann","Gary McAllister","Robbie Fowler","Michael Owen"
"496","2001-11-17","Derby County","Southampton","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Craig Burley","Pierre Ducrocq","Darryl Powell","Benito Carbone","Fabrizio Ravanelli","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Matt Oakley","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars"
"497","2001-11-17","Fulham","Newcastle United","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sean Davis","Sylvain Legwinski","Steed Malbranque","Barry Hayles","Louis Saha","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Rob Lee","Laurent Robert","Craig Bellamy","Alan Shearer"
"498","2001-11-17","Manchester United","Leicester City","Fabien Barthez","Gary Neville","Laurent Blanc","Wes Brown","Denis Irwin","David Beckham","Ryan Giggs","Roy Keane","Paul Scholes","Ruud Van Nistelrooy","Dwight Yorke","Ian Walker","Matt Elliott","Frank Sinclair","Callum Davidson","Lee Marshall","Jordan Stewart","Andy Impey","Muzzy Izzet","Dennis Wise","Ade Akinbiyi","Trevor Benjamin"
"499","2001-11-17","Tottenham Hotspur","Arsenal","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham","Richard Wright","Sol Campbell","Martin Keown","Gilles Grimandi","Bissan Lauren","Ashley Cole","Ray Parlour","Robert Pires","Patrick Vieira","Dennis Bergkamp","Sylvain Wiltord"
"500","2001-11-18","Everton","Chelsea","Steve Simonsen","Alessandro Pistone","David Unsworth","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Niclas Alexandersson","Scot Gemmill","Thomas Gravesen","Tomasz Radzinski","Mark Bosnich","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Samuele Dalla Bona","Slavisa Jokanovic","Frank Lampard","Emmanuel Petit","Jimmy Floyd Hasselbaink","Gianfranco Zola"
"501","2001-11-18","Ipswich Town","Bolton Wanderers","Matteo Sereni","Chris Makin","Titus Bramble","Hermann Hreidarsson","Mark Venus","Matt Holland","Jim Magilton","Sixto Peralta","Martijn Reuser","Darren Bent","Pablo Counago","Jussi J‰‰skel‰inen","Mike Whitlow","Gudni Bergsson","Bruno N'Gotty","Paul Warhurst","Simon Charlton","Per Frandsen","Ricardo Gardner","Kevin Nolan","Michael Ricketts","Rodney Wallace"
"502","2001-11-18","Sunderland","Leeds United","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Paul Thirlwell","Kevin Phillips","Niall Quinn","Nigel Martyn","Danny Mills","Rio Ferdinand","Dominic Matteo","Ian Harte","Eirik Bakke","David Batty","Olivier Dacourt","Seth Johnson","Alan Smith","Robbie Keane"
"503","2001-11-19","Charlton Athletic","West Ham United","Dean Kiely","Paul Konchesky","Luke Young","Steve Brown","Mark Fish","Chris Powell","Claus Jensen","Mark Kinsella","Scott Parker","Jason Euell","Jonatan Johansson","Shaka Hislop","Christian Dailly","Hayden Foxe","Tomas Repka","Sebastian Schemmel","Scott Minto","Michael Carrick","Don Hutchison","Trevor Sinclair","Paolo Di Canio","Paul Kitson"
"504","2001-11-24","Bolton Wanderers","Fulham","Jussi J‰‰skel‰inen","Mike Whitlow","Gudni Bergsson","Bruno N'Gotty","Paul Warhurst","Simon Charlton","Per Frandsen","Ricardo Gardner","Kevin Nolan","Michael Ricketts","Rodney Wallace","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sean Davis","Sylvain Legwinski","Steed Malbranque","Barry Hayles","Louis Saha"
"505","2001-11-24","Chelsea","Blackburn Rovers","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Graeme Le Saux","Frank Lampard","Emmanuel Petit","Mario Stanic","Bolo Zenden","Jimmy Floyd Hasselbaink","Gianfranco Zola","Brad Friedel","Henning Berg","Stig Inge Bjornebye","John Curtis","Craig Short","David Dunn","Keith Gillespie","Alan Mahon"," Tugay Kerimoglu","Damien Duff","Matt Jansen"
"506","2001-11-24","Leicester City","Everton","Ian Walker","Matt Elliott","Frank Sinclair","Callum Davidson","Lee Marshall","Andy Impey","Muzzy Izzet","Robbie Savage","Dennis Wise","James Scowcroft","Ade Akinbiyi","Steve Simonsen","Alessandro Pistone","David Unsworth","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Niclas Alexandersson","Scot Gemmill","Thomas Gravesen","Tomasz Radzinski"
"507","2001-11-24","Newcastle United","Derby County","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Rob Lee","Laurent Robert","Craig Bellamy","Alan Shearer","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Craig Burley","Pierre Ducrocq","Darryl Powell","Benito Carbone","Fabrizio Ravanelli"
"508","2001-11-24","Southampton","Charlton Athletic","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Matt Oakley","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Dean Kiely","Paul Konchesky","Luke Young","Steve Brown","Mark Fish","Chris Powell","Claus Jensen","Mark Kinsella","Graham Stuart","Shaun Bartlett","Jonatan Johansson"
"509","2001-11-24","West Ham United","Tottenham Hotspur","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Scott Minto","Joe Cole","Don Hutchison","Steve Lomas","Trevor Sinclair","Jermain Defoe","Paul Kitson","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Darren Anderton","Simon Davies","Steffen Freund","Gus Poyet","Christian Ziege","Les Ferdinand","Teddy Sheringham"
"510","2001-11-25","Arsenal","Manchester United","Stuart Taylor","Sol Campbell","Matthew Upson","Bissan Lauren","Ashley Cole","Freddie Ljungberg","Ray Parlour","Robert Pires","Patrick Vieira","Thierry Henry","Nwankwo Kanu","Fabien Barthez","Gary Neville","Laurent Blanc","Wes Brown","Mikael Silvestre","David Beckham","Quinton Fortune","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ruud Van Nistelrooy"
"511","2001-11-25","Leeds United","Aston Villa","Nigel Martyn","Danny Mills","Rio Ferdinand","Dominic Matteo","Ian Harte","Eirik Bakke","David Batty","Seth Johnson","Jason Wilcox","Alan Smith","Robbie Keane","Peter Schmeichel"," Alpay Ozalan","Olof Mellberg","Alan Wright","George Boateng","Lee Hendrie","Hassan Kachloul","Paul Merson","Steve Stone","Juan Pablo Angel","Darius Vassell"
"512","2001-11-25","Liverpool","Sunderland","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Steven Gerrard","Dietmar Hamann","Danny Murphy","Vladimir Smicer","Robbie Fowler","Emile Heskey","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Paul Thirlwell","Kevin Phillips","Niall Quinn"
"513","2001-11-25","Middlesbrough","Ipswich Town","Mark Crossley","Robbie Stockdale","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Allan Johnston","Carlos Marinelli","Robbie Mustoe","Alen Boksic","Szilard Nemeth","Matteo Sereni","Chris Makin","Titus Bramble","Hermann Hreidarsson","Mark Venus","Jamie Clapham","Jermaine Wright","Matt Holland","Sixto Peralta","Alun Armstrong","Marcus Bent"
"514","2001-12-01","Aston Villa","Leicester City","Peter Schmeichel","Mark Delaney"," Alpay Ozalan","Olof Mellberg","Alan Wright","George Boateng","Lee Hendrie","Paul Merson","Steve Stone","Juan Pablo Angel","Darius Vassell","Ian Walker","Matt Elliott","Frank Sinclair","Callum Davidson","Lee Marshall","Alan Rogers","Andy Impey","Robbie Savage","Dennis Wise","James Scowcroft","Ade Akinbiyi"
"515","2001-12-01","Blackburn Rovers","Middlesbrough","Brad Friedel","Henning Berg","Craig Short","Martin Taylor","Lucas Neill","David Dunn","Keith Gillespie"," Tugay Kerimoglu","Damien Duff","Matt Jansen","Egil Ostenstad","Mark Crossley","Colin Cooper","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Allan Johnston","Carlos Marinelli","Robbie Mustoe","Alen Boksic","Szilard Nemeth"
"516","2001-12-01","Charlton Athletic","Newcastle United","Dean Kiely","Luke Young","Steve Brown","Mark Fish","Chris Powell","Claus Jensen","Scott Parker","John Robinson","Graham Stuart","Shaun Bartlett","Jonatan Johansson","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Rob Lee","Laurent Robert","Craig Bellamy","Alan Shearer"
"517","2001-12-01","Derby County","Liverpool","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Pierre Ducrocq","Darryl Powell","Benito Carbone","Malcolm Christie","Fabrizio Ravanelli","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Dietmar Hamann","Danny Murphy","Emile Heskey","Michael Owen"
"518","2001-12-01","Ipswich Town","Arsenal","Matteo Sereni","Chris Makin","Titus Bramble","Hermann Hreidarsson","Mark Venus","Richard Naylor","Jamie Clapham","Jermaine Wright","Matt Holland","Sixto Peralta","Marcus Bent","Stuart Taylor","Sol Campbell","Matthew Upson","Bissan Lauren","Ashley Cole","Freddie Ljungberg","Ray Parlour","Robert Pires","Patrick Vieira","Thierry Henry","Nwankwo Kanu"
"519","2001-12-01","Manchester United","Chelsea","Fabien Barthez","Laurent Blanc","Wes Brown","Phil Neville","David Beckham","Quinton Fortune","Roy Keane","Paul Scholes","Juan Sebastian Veron","Andrew Cole","Ruud Van Nistelrooy","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Graeme Le Saux","Samuele Dalla Bona","Slavisa Jokanovic","Frank Lampard","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink"
"520","2001-12-01","Sunderland","West Ham United","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Paul Thirlwell","Kevin Phillips","Niall Quinn","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Scott Minto","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Jermain Defoe","Paul Kitson"
"521","2001-12-02","Everton","Southampton","Steve Simonsen","Alessandro Pistone","David Unsworth","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Niclas Alexandersson","Scot Gemmill","Thomas Gravesen","Tomasz Radzinski","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Matt Oakley","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars"
"522","2001-12-02","Fulham","Leeds United","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sylvain Legwinski","Steed Malbranque","Luis Boa Morte","Barry Hayles","Louis Saha","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Ian Harte","David Batty","Seth Johnson","Harry Kewell","Alan Smith","Robbie Fowler","Mark Viduka"
"523","2001-12-03","Tottenham Hotspur","Bolton Wanderers","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Darren Anderton","Simon Davies","Steffen Freund","Gus Poyet","Christian Ziege","Sergei Rebrov","Teddy Sheringham","Jussi J‰‰skel‰inen","Mike Whitlow","Gudni Bergsson","Bruno N'Gotty","Simon Charlton","Gareth Farrelly","Per Frandsen","Ricardo Gardner","Kevin Nolan","Michael Ricketts","Rodney Wallace"
"524","2001-12-05","Chelsea","Charlton Athletic","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Samuele Dalla Bona","Slavisa Jokanovic","Frank Lampard","Bolo Zenden","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink","Dean Kiely","Luke Young","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","John Robinson","Graham Stuart","Jason Euell","Jonatan Johansson"
"525","2001-12-05","West Ham United","Aston Villa","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Jermain Defoe","Paolo Di Canio","Peter Enckelman","Mark Delaney","Steve Staunton","Olof Mellberg","Dion Dublin","Gareth Barry","Alan Wright","George Boateng","Lee Hendrie","Paul Merson","Steve Stone"
"526","2001-12-08","Charlton Athletic","Tottenham Hotspur","Dean Kiely"," Jorge Costa","Luke Young","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","Graham Stuart","Jason Euell","Kevin Lisbie","Neil Sullivan","Chris Perry","Dean Richards","Goran Bunjevcevic","Ledley King","Mauricio Taricco","Darren Anderton","Simon Davies","Gus Poyet","Sergei Rebrov","Teddy Sheringham"
"527","2001-12-08","Derby County","Bolton Wanderers","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Pierre Ducrocq","Darryl Powell","Benito Carbone","Malcolm Christie","Fabrizio Ravanelli","Jussi J‰‰skel‰inen","Mike Whitlow","Gudni Bergsson","Anthony Barness","Paul Warhurst","Simon Charlton","Per Frandsen","Ricardo Gardner","Kevin Nolan","Michael Ricketts","Rodney Wallace"
"528","2001-12-08","Fulham","Everton","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sylvain Legwinski","Steed Malbranque","Luis Boa Morte","Barry Hayles","Louis Saha","Steve Simonsen","Alessandro Pistone","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Paul Gascoigne","Scot Gemmill","Thomas Gravesen","Mark Pembridge","Tomasz Radzinski"
"529","2001-12-08","Leicester City","Southampton","Ian Walker","Matt Heath","Frank Sinclair","Callum Davidson","Lee Marshall","Alan Rogers","Andy Impey","Robbie Savage","Dennis Wise","James Scowcroft","Ade Akinbiyi","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Matt Oakley","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars"
"530","2001-12-08","Liverpool","Middlesbrough","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Dietmar Hamann","Gary McAllister","Danny Murphy","Jari Litmanen","Michael Owen","Mark Crossley","Colin Cooper","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Paul Ince","Allan Johnston","Robbie Mustoe","Alen Boksic","Szilard Nemeth"
"531","2001-12-08","Manchester United","West Ham United","Fabien Barthez","Gary Neville","John O'Shea","Mikael Silvestre","Phil Neville","Nicky Butt","Luke Chadwick","Roy Keane","Paul Scholes","Ole Gunnar Solskjaer","Dwight Yorke","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Jermain Defoe","Paolo Di Canio"
"532","2001-12-09","Arsenal","Aston Villa","Stuart Taylor","Sol Campbell","Matthew Upson","Bissan Lauren","Ashley Cole","Freddie Ljungberg","Ray Parlour","Robert Pires","Patrick Vieira","Dennis Bergkamp","Thierry Henry","Peter Enckelman","JLloyd Samuel","Steve Staunton","Olof Mellberg","Dion Dublin","Gareth Barry","Alan Wright","George Boateng","Lee Hendrie","Paul Merson","Steve Stone"
"533","2001-12-09","Blackburn Rovers","Leeds United","Brad Friedel","Henning Berg","John Curtis","Craig Short","Lucas Neill","David Dunn","Keith Gillespie","Alan Mahon"," Tugay Kerimoglu","Damien Duff","Matt Jansen","Nigel Martyn","Garry Kelly","Danny Mills","Michael Duberry","Rio Ferdinand","Ian Harte","David Batty","Olivier Dacourt","Harry Kewell","Robbie Fowler","Mark Viduka"
"534","2001-12-09","Ipswich Town","Newcastle United","Matteo Sereni","Chris Makin","John McGreal","Hermann Hreidarsson","Mark Venus","Jamie Clapham","Jermaine Wright","Matt Holland","Finidi George","Alun Armstrong","Marcus Bent","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Rob Lee","Laurent Robert","Craig Bellamy","Alan Shearer"
"535","2001-12-09","Sunderland","Chelsea","Thomas Sorensen","Emerson Thome","Julio Arca","Kevin Kilbane","Darren Williams","Michael Gray","George McCartney","Gavin McCann","Paul Thirlwell","Lilian Laslandes","Kevin Phillips","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Samuele Dalla Bona","Slavisa Jokanovic","Frank Lampard","Mario Stanic","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink"
"536","2001-12-12","Liverpool","Fulham","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Patrik Berger","Steven Gerrard","Gary McAllister","Danny Murphy","Emile Heskey","Michael Owen","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sean Davis","Steed Malbranque","Luis Boa Morte","Barry Hayles","Louis Saha"
"537","2001-12-12","Manchester United","Derby County","Fabien Barthez","Gary Neville","Laurent Blanc","John O'Shea","Mikael Silvestre","Nicky Butt","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy","Andy Oakes","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Adam Bolder","Pierre Ducrocq","Benito Carbone","Malcolm Christie","Fabrizio Ravanelli"
"538","2001-12-15","Bolton Wanderers","Charlton Athletic","Jussi J‰‰skel‰inen","Mike Whitlow","Gudni Bergsson","Bruno N'Gotty","Paul Warhurst","Simon Charlton","Per Frandsen","Ricardo Gardner","Kevin Nolan","Michael Ricketts","Rodney Wallace","Dean Kiely"," Jorge Costa","Luke Young","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","Graham Stuart","Jason Euell","Kevin Lisbie"
"539","2001-12-15","Everton","Derby County","Steve Simonsen","Alessandro Pistone","Steve Watson","David Weir","Alan Stubbs","Gary Naysmith","Niclas Alexandersson","Scot Gemmill","Thomas Gravesen","Mark Pembridge","Tomasz Radzinski","Andy Oakes","Francois Grenet","Youl Mawene","Luciano Zavagno","Steve Elliott","Chris Riggott","Pierre Ducrocq","Darryl Powell","Deon Burton","Benito Carbone","Malcolm Christie"
"540","2001-12-15","Middlesbrough","Manchester United","Mark Crossley","Robbie Stockdale","Ugo Ehiogu","Gareth Southgate","Franck Queudrue","Jonathan Greening","Paul Ince","Carlos Marinelli","Robbie Mustoe","Alen Boksic","Hamilton Ricard","Roy Carroll","Gary Neville","Laurent Blanc","John O'Shea","Mikael Silvestre","Nicky Butt","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy"
"541","2001-12-15","Newcastle United","Blackburn Rovers","Shay Given","Sylvain Distin","Aaron Hughes","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Olivier Bernard","Rob Lee","Shola Ameobi","Alan Shearer","Brad Friedel","Henning Berg","John Curtis","Craig Short","Lucas Neill","David Dunn","Garry Flitcroft","Keith Gillespie"," Tugay Kerimoglu","Damien Duff","Matt Jansen"
"542","2001-12-15","Southampton","Sunderland","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Matt Oakley","Anders Svensson","Paul Telfer","James Beattie","Marian Pahars","Thomas Sorensen","Bernt Haas","Jody Craddock","Kevin Kilbane","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Claudio Reyna","Paul Thirlwell","Kevin Phillips"
"543","2001-12-15","Tottenham Hotspur","Fulham","Neil Sullivan","Chris Perry","Dean Richards","Ledley King","Mauricio Taricco","Darren Anderton","Simon Davies","Steffen Freund","Gus Poyet","Les Ferdinand","Teddy Sheringham","Edwin van der Sar","Steve Finnan","Alain Goma","Andy Melville","Rufus Brevett","John Collins","Sylvain Legwinski","Steed Malbranque","Luis Boa Morte","Barry Hayles","Louis Saha"
"544","2001-12-15","West Ham United","Arsenal","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Paolo Di Canio","Frederic Kanoute","Stuart Taylor","Sol Campbell","Martin Keown","Gilles Grimandi","Bissan Lauren","Ashley Cole","Robert Pires","Patrick Vieira","Dennis Bergkamp","Thierry Henry","Sylvain Wiltord"
"545","2001-12-16","Chelsea","Liverpool","Carlo Cudicini","Mario Melchiot","William Gallas","John Terry","Celestine Babayaro","Graeme Le Saux","Samuele Dalla Bona","Frank Lampard","Mario Stanic","Eidur Gudjohnsen","Jimmy Floyd Hasselbaink","Jerzy Dudek","John Arne Riise","Stephane Henchoz","Sami Hyypia","Jamie Carragher","Igor Biscan","Steven Gerrard","Gary McAllister","Danny Murphy","Jari Litmanen","Emile Heskey"
"546","2001-12-16","Leeds United","Leicester City","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Dominic Matteo","Ian Harte","David Batty","Seth Johnson","Harry Kewell","Robbie Fowler","Mark Viduka","Ian Walker","Matt Elliott","Frank Sinclair","Callum Davidson","Lee Marshall","Andy Impey","Muzzy Izzet","Stefan Oakes","Robbie Savage","James Scowcroft","Brian Deane"
"547","2001-12-17","Aston Villa","Ipswich Town","Peter Schmeichel","JLloyd Samuel","Steve Staunton","Olof Mellberg","Gareth Barry","Alan Wright","George Boateng","Lee Hendrie","Paul Merson","Steve Stone","Juan Pablo Angel","Matteo Sereni","Chris Makin","John McGreal","Hermann Hreidarsson","Mark Venus","Richard Naylor","Jermaine Wright","Matt Holland","Jim Magilton","Finidi George","Alun Armstrong"
"548","2001-12-18","Arsenal","Newcastle United","Stuart Taylor","Sol Campbell","Martin Keown","Bissan Lauren","Ashley Cole","Ray Parlour","Robert Pires","Patrick Vieira","Thierry Henry","Nwankwo Kanu","Sylvain Wiltord","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Olivier Bernard","Kieron Dyer","Craig Bellamy","Alan Shearer"
"549","2001-12-19","Leeds United","Everton","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Dominic Matteo","Ian Harte","David Batty","Seth Johnson","Harry Kewell","Robbie Fowler","Mark Viduka","Steve Simonsen","Alessandro Pistone","David Unsworth","Steve Watson","David Weir","Gary Naysmith","Abel Xavier","Niclas Alexandersson","Scot Gemmill","Mark Pembridge","Tomasz Radzinski"
"550","2001-12-22","Charlton Athletic","Blackburn Rovers","Dean Kiely"," Jorge Costa","Luke Young","Mark Fish","Jonathan Fortune","Chris Powell","Claus Jensen","Scott Parker","Graham Stuart","Jason Euell","Kevin Lisbie","Brad Friedel","Henning Berg","Stig Inge Bjornebye","Craig Short","Lucas Neill","Garry Flitcroft","Keith Gillespie","Alan Mahon"," Tugay Kerimoglu","Damien Duff","Corrado Grabbi"
"551","2001-12-22","Derby County","Aston Villa","Mart Poom","Francois Grenet","Danny Higginbotham","Youl Mawene","Luciano Zavagno","Chris Riggott","Paul Boertien","Pierre Ducrocq","Georgi Kinkladze","Benito Carbone","Fabrizio Ravanelli","Peter Schmeichel","JLloyd Samuel","Steve Staunton","Olof Mellberg","Dion Dublin","Gareth Barry","Alan Wright","George Boateng","Paul Merson","Steve Stone","Juan Pablo Angel"
"552","2001-12-22","Leeds United","Newcastle United","Nigel Martyn","Garry Kelly","Danny Mills","Rio Ferdinand","Ian Harte","David Batty","Lee Bowyer","Seth Johnson","Harry Kewell","Robbie Fowler","Mark Viduka","Shay Given","Aaron Hughes","Nikos Dabizas","Andy O'Brien","Robbie Elliott","Nolberto Solano","Gary Speed","Kieron Dyer","Laurent Robert","Craig Bellamy","Alan Shearer"
"553","2001-12-22","Leicester City","West Ham United","Ian Walker","Matt Elliott","Frank Sinclair","Lee Marshall","Jordan Stewart","Andy Impey","Muzzy Izzet","Stefan Oakes","Robbie Savage","James Scowcroft","Brian Deane","David James","Christian Dailly","Tomas Repka","Sebastian Schemmel","Nigel Winterburn","Michael Carrick","Joe Cole","Don Hutchison","Trevor Sinclair","Jermain Defoe","Paolo Di Canio"
"554","2001-12-22","Manchester United","Southampton","Fabien Barthez","Gary Neville","Laurent Blanc","Mikael Silvestre","Phil Neville","Nicky Butt","Roy Keane","Paul Scholes","Juan Sebastian Veron","Ole Gunnar Solskjaer","Ruud Van Nistelrooy","Paul Jones","Jason Dodd","Claus Lundekvam","Paul D Williams","Wayne Bridge","Chris Marsden","Anders Svensson","Paul Telfer","James Beattie","Kevin Davies","Marian Pahars"
"555","2001-12-22","Sunderland","Everton","Thomas Sorensen","Bernt Haas","Emerson Thome","Julio Arca","Darren Williams","Michael Gray","Jason McAteer","Gavin McCann","Claudio Reyna","Kevin Phillips","Niall Quinn","Steve Simonsen","David Unsworth","Steve Watson","Gary Naysmith","Abel Xavier","Paul Gascoigne","Scot Gemmill","Thomas Gravesen","Idan Tal","Joe-Max Moore","Tomasz Radzinski"
